Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
403,AR5780026164796,5,,2,78000,,002616,4796,1978/06/20,65142,0000,13,8,0,5780026164796,65003,229mm x 229mm,304.99 mm,5,,60°29'38.25"N,154°30'09.19"W,60°33'24.00"N,154°37'46.99"W,60°33'24.00"N,154°22'45.01"W,60°25'53.30"N,154°22'33.02"W,60°25'51.68"N,154°37'35.00"W,60.493959,-154.502554,60.556667,-154.62972,60.556667,-154.37917,60.431473,-154.37584,60.431021,-154.62639,AR5780026164796,AR5780026164796,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164796
404,AR5780026164797,5,,2,78000,,002616,4797,1978/06/20,65142,0000,13,8,0,5780026164797,65003,229mm x 229mm,304.99 mm,5,,60°29'38.59"N,154°23'35.18"W,60°33'24.00"N,154°31'05.99"W,60°33'24.00"N,154°16'05.99"W,60°25'54.00"N,154°16'05.99"W,60°25'52.38"N,154°31'05.99"W,60.494054,-154.393105,60.556667,-154.51833,60.556667,-154.26833,60.431667,-154.26833,60.431216,-154.51833,AR5780026164797,AR5780026164797,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164797
405,AR5780026164798,5,,2,78000,,002616,4798,1978/06/20,65000,0000,13,8,1,5780026164798,65003,229mm x 229mm,304.99 mm,5,,60°29'33.03"N,154°16'38.49"W,60°33'06.00"N,154°24'11.99"W,60°33'20.70"N,154°09'29.99"W,60°25'57.71"N,154°09'00.00"W,60°25'48.00"N,154°23'42.00"W,60.492507,-154.277357,60.551667,-154.40333,60.55575,-154.15833,60.432697,-154.15,60.43,-154.395,AR5780026164798,AR5780026164798,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164798
406,AR5780026164799,5,,2,78000,,002616,4799,1978/06/20,65000,0000,13,8,1,5780026164799,65003,229mm x 229mm,304.99 mm,5,,60°29'38.26"N,154°10'20.52"W,60°33'12.26"N,154°17'56.51"W,60°33'27.04"N,154°03'09.50"W,60°26'01.90"N,154°02'39.52"W,60°25'52.13"N,154°17'26.52"W,60.49396,-154.172367,60.553405,-154.29903,60.557512,-154.05264,60.433861,-154.04431,60.431148,-154.2907,AR5780026164799,AR5780026164799,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164799
407,AR5780026164748,5,,2,78000,,002616,4748,1978/06/20,64000,0000,13,8,1,5780026164748,65003,229mm x 229mm,304.99 mm,5,,60°36'48.05"N,154°30'56.66"W,60°40'30.68"N,154°38'16.33"W,60°40'24.79"N,154°23'29.98"W,60°33'04.91"N,154°23'35.99"W,60°33'11.79"N,154°38'22.34"W,60.613347,-154.515738,60.675189,-154.63787,60.673552,-154.39166,60.551365,-154.39333,60.553276,-154.63954,AR5780026164748,AR5780026164748,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164748
408,AR5780026164747,5,,2,78000,,002616,4747,1978/06/20,64000,0000,13,8,1,5780026164747,65003,229mm x 229mm,304.99 mm,5,,60°36'45.14"N,154°24'12.47"W,60°40'28.00"N,154°31'33.24"W,60°40'22.09"N,154°16'44.72"W,60°33'01.77"N,154°16'50.70"W,60°33'08.67"N,154°31'39.25"W,60.612539,-154.403465,60.674445,-154.5259,60.672803,-154.27909,60.550492,-154.28075,60.552407,-154.52757,AR5780026164747,AR5780026164747,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164747
409,AR5780026164746,5,,2,78000,,002616,4746,1978/06/20,64000,0000,13,8,1,5780026164746,65003,229mm x 229mm,304.99 mm,5,,60°36'42.20"N,154°17'26.11"W,60°40'25.31"N,154°24'47.99"W,60°40'19.38"N,154°09'57.24"W,60°32'58.61"N,154°10'03.25"W,60°33'05.52"N,154°24'53.96"W,60.611723,-154.290586,60.673696,-154.41333,60.67205,-154.1659,60.549613,-154.16757,60.551533,-154.41499,AR5780026164746,AR5780026164746,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164746
410,AR5780026164745,5,,2,78000,,002616,4745,1978/06/20,64000,0000,13,8,1,5780026164745,65003,229mm x 229mm,304.99 mm,5,,60°36'39.27"N,154°10'37.57"W,60°40'22.59"N,154°18'00.54"W,60°40'16.65"N,154°03'07.63"W,60°32'55.43"N,154°03'13.61"W,60°33'02.36"N,154°18'06.52"W,60.610907,-154.177104,60.672943,-154.30015,60.671293,-154.05212,60.54873,-154.05378,60.550655,-154.30181,AR5780026164745,AR5780026164745,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164745
411,AR5780026164744,5,,2,78000,,002616,4744,1978/06/20,64000,0000,13,8,1,5780026164744,65003,229mm x 229mm,304.99 mm,5,,60°36'36.30"N,154°03'46.85"W,60°40'19.87"N,154°11'10.90"W,60°40'13.92"N,153°56'15.79"W,60°32'52.23"N,153°56'21.80"W,60°32'59.18"N,154°11'16.87"W,60.610083,-154.063013,60.672186,-154.18636,60.670532,-153.93772,60.547842,-153.93939,60.549772,-154.18802,AR5780026164744,AR5780026164744,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164744
412,AR5780026164846,5,,2,78000,,002616,4846,1978/06/20,64538,0000,13,8,0,5780026164846,65003,229mm x 229mm,304.99 mm,5,,60°42'53.49"N,154°26'08.99"W,60°46'26.12"N,154°33'54.00"W,60°46'46.31"N,154°18'52.02"W,60°39'19.94"N,154°18'22.00"W,60°39'01.71"N,154°33'24.01"W,60.714858,-154.435831,60.773923,-154.565,60.779531,-154.31445,60.65554,-154.30611,60.650474,-154.55667,AR5780026164846,AR5780026164846,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164846
413,AR5780026164845,5,,2,78000,,002616,4845,1978/06/20,64538,0000,13,8,0,5780026164845,65003,229mm x 229mm,304.99 mm,5,,60°43'02.41"N,154°19'09.99"W,60°46'35.49"N,154°26'55.50"W,60°46'55.70"N,154°11'52.51"W,60°39'28.43"N,154°11'22.49"W,60°39'10.17"N,154°26'25.51"W,60.717337,-154.319441,60.776525,-154.44875,60.782139,-154.19792,60.657897,-154.18958,60.652825,-154.44042,AR5780026164845,AR5780026164845,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164845
414,AR5780026164844,5,,2,78000,,002616,4844,1978/06/20,64538,0000,13,8,0,5780026164844,65003,229mm x 229mm,304.99 mm,5,,60°43'11.36"N,154°12'09.98"W,60°46'44.88"N,154°19'55.99"W,60°47'05.11"N,154°04'52.00"W,60°39'36.93"N,154°04'22.01"W,60°39'18.65"N,154°19'26.00"W,60.719821,-154.202773,60.779133,-154.33222,60.784753,-154.08111,60.660259,-154.07278,60.655181,-154.32389,AR5780026164844,AR5780026164844,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164844
415,AR5780026164806,5,,2,78000,,002616,4806,1978/06/20,65000,0000,13,8,1,5780026164806,65003,229mm x 229mm,304.99 mm,6,,60°29'54.47"N,153°29'22.01"W,60°33'38.73"N,153°37'27.34"W,60°33'44.92"N,153°22'12.00"W,60°26'10.82"N,153°21'18.00"W,60°26'03.31"N,153°36'33.34"W,60.498464,-153.489447,60.560759,-153.62426,60.562477,-153.37,60.436338,-153.355,60.434254,-153.60926,AR5780026164806,AR5780026164806,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164806
416,AR5780026164805,5,,2,78000,,002616,4805,1978/06/20,65000,0000,13,8,1,5780026164805,65003,229mm x 229mm,304.99 mm,6,,60°29'51.46"N,153°36'05.35"W,60°33'36.00"N,153°44'12.01"W,60°33'42.20"N,153°28'54.01"W,60°26'07.52"N,153°28'00.01"W,60°26'00.00"N,153°43'18.01"W,60.497627,-153.601486,60.56,-153.73667,60.561723,-153.48167,60.435423,-153.46667,60.433333,-153.72167,AR5780026164805,AR5780026164805,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164805
417,AR5780026164804,5,,2,78000,,002616,4804,1978/06/20,65000,0000,13,8,1,5780026164804,65003,229mm x 229mm,304.99 mm,5,,60°30'05.57"N,153°37'20.58"W,60°33'44.80"N,153°45'24.01"W,60°34'00.00"N,153°30'11.99"W,60°26'24.00"N,153°29'12.01"W,60°26'13.96"N,153°44'24.00"W,60.501546,-153.622383,60.562445,-153.75667,60.566667,-153.50333,60.44,-153.48667,60.437211,-153.74,AR5780026164804,AR5780026164804,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164804
418,AR5780026164803,5,,2,78000,,002616,4803,1978/06/20,65000,0000,13,8,1,5780026164803,65003,229mm x 229mm,304.99 mm,5,,60°29'59.87"N,153°44'18.57"W,60°33'38.13"N,153°52'04.51"W,60°33'53.24"N,153°36'57.49"W,60°26'19.20"N,153°36'27.50"W,60°26'09.22"N,153°51'34.49"W,60.499963,-153.738492,60.560591,-153.86792,60.56479,-153.61597,60.438668,-153.60764,60.435895,-153.85958,AR5780026164803,AR5780026164803,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164803
419,AR5780026164802,5,,2,78000,,002616,4802,1978/06/20,65000,0000,13,8,1,5780026164802,65003,229mm x 229mm,304.99 mm,5,,60°29'54.36"N,153°50'56.56"W,60°33'31.54"N,153°58'40.01"W,60°33'46.57"N,153°43'37.99"W,60°26'14.79"N,153°43'08.00"W,60°26'04.87"N,153°58'10.02"W,60.498434,-153.849045,60.55876,-153.97778,60.562936,-153.72722,60.437443,-153.71889,60.434685,-153.96945,AR5780026164802,AR5780026164802,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164802
420,AR5780026164801,5,,2,78000,,002616,4801,1978/06/20,65000,0000,13,8,1,5780026164801,65003,229mm x 229mm,304.99 mm,5,,60°29'48.93"N,153°57'29.54"W,60°33'25.03"N,154°05'10.50"W,60°33'39.97"N,153°50'13.49"W,60°26'10.44"N,153°49'43.50"W,60°26'00.57"N,154°04'40.51"W,60.496924,-153.958205,60.556952,-154.08625,60.561104,-153.83708,60.436234,-153.82875,60.433491,-154.07792,AR5780026164801,AR5780026164801,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164801
421,AR5780026164800,5,,2,78000,,002616,4800,1978/06/20,65000,0000,13,8,1,5780026164800,65003,229mm x 229mm,304.99 mm,5,,60°29'43.56"N,154°03'57.52"W,60°33'18.60"N,154°11'35.99"W,60°33'33.47"N,153°56'44.02"W,60°26'06.14"N,153°56'13.99"W,60°25'56.32"N,154°11'06.00"W,60.495434,-154.065979,60.555167,-154.19333,60.559297,-153.94556,60.43504,-153.93722,60.432312,-154.185,AR5780026164800,AR5780026164800,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164800
422,AR5780026164808,5,,2,78000,,002616,4808,1978/06/20,65000,0000,13,8,1,5780026164808,65003,229mm x 229mm,304.99 mm,6,,60°30'00.44"N,153°16'03.35"W,60°33'44.15"N,153°24'06.01"W,60°33'50.30"N,153°08'56.00"W,60°26'17.34"N,153°08'02.00"W,60°26'09.88"N,153°23'12.01"W,60.500123,-153.267598,60.562263,-153.40167,60.563971,-153.14889,60.438151,-153.13389,60.436079,-153.38667,AR5780026164808,AR5780026164808,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164808
423,AR5780026164807,5,,2,78000,,002616,4807,1978/06/20,65000,0000,13,8,1,5780026164807,65003,229mm x 229mm,304.99 mm,6,,60°29'57.47"N,153°22'41.35"W,60°33'41.45"N,153°30'45.32"W,60°33'47.62"N,153°15'32.69"W,60°26'14.09"N,153°14'38.69"W,60°26'06.61"N,153°29'51.32"W,60.499297,-153.378152,60.561514,-153.51259,60.563227,-153.25908,60.437248,-153.24408,60.43517,-153.49759,AR5780026164807,AR5780026164807,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164807
424,AR5780026164675,5,,2,78000,,002616,4675,1978/06/20,66833,0000,13,8,1,5780026164675,65003,229mm x 229mm,304.99 mm,6,,61°24'33.21"N,155°50'47.99"W,61°28'18.42"N,155°58'48.00"W,61°28'24.00"N,155°43'12.00"W,61°20'48.00"N,155°42'47.99"W,61°20'42.42"N,155°58'23.99"W,61.409225,-155.846665,61.471782,-155.98,61.473333,-155.72,61.346667,-155.71333,61.345116,-155.97333,AR5780026164675,AR5780026164675,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164675
425,AR5780026164782,5,,2,78000,,002616,4782,1978/06/20,65650,0000,13,8,0,5780026164782,65003,229mm x 229mm,304.99 mm,6,,60°29'52.68"N,156°03'43.28"W,60°33'36.40"N,156°11'25.26"W,60°33'38.98"N,155°56'13.27"W,60°26'08.96"N,155°56'01.28"W,60°26'06.39"N,156°11'13.27"W,60.497967,-156.062021,60.560112,-156.19035,60.560828,-155.93702,60.435822,-155.93369,60.435107,-156.18702,AR5780026164782,AR5780026164782,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164782
426,AR5780026164783,5,,2,78000,,002616,4783,1978/06/20,65650,0000,13,8,0,5780026164783,65003,229mm x 229mm,304.99 mm,6,,60°29'53.80"N,155°57'04.11"W,60°33'37.53"N,156°04'46.13"W,60°33'40.11"N,155°49'34.10"W,60°26'10.08"N,155°49'22.12"W,60°26'07.51"N,156°04'34.10"W,60.498279,-155.951143,60.560425,-156.07948,60.561141,-155.82614,60.436134,-155.82281,60.43542,-156.07614,AR5780026164783,AR5780026164783,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164783
427,AR5780026164784,5,,2,78000,,002616,4784,1978/06/20,65650,0000,13,8,0,5780026164784,65003,229mm x 229mm,304.99 mm,6,,60°29'54.94"N,155°50'24.97"W,60°33'38.66"N,155°58'06.96"W,60°33'41.23"N,155°42'54.97"W,60°26'11.21"N,155°42'42.95"W,60°26'08.64"N,155°57'54.97"W,60.498594,-155.840269,60.560738,-155.9686,60.561454,-155.71527,60.436447,-155.71193,60.435733,-155.96527,AR5780026164784,AR5780026164784,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164784
428,AR5780026164761,5,,2,78000,,002616,4761,1978/06/20,65111,0000,13,8,0,5780026164761,65003,229mm x 229mm,304.99 mm,5,,60°36'17.02"N,156°00'41.09"W,60°40'02.50"N,156°07'42.02"W,60°39'59.94"N,155°52'37.52"W,60°32'30.13"N,155°53'37.50"W,60°32'35.34"N,156°08'42.00"W,60.604729,-156.011415,60.66736,-156.12834,60.666651,-155.87709,60.541702,-155.89375,60.543149,-156.145,AR5780026164761,AR5780026164761,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164761
429,AR5780026164760,5,,2,78000,,002616,4760,1978/06/20,65111,0000,13,8,0,5780026164760,65003,229mm x 229mm,304.99 mm,5,,60°36'15.24"N,155°53'43.34"W,60°40'01.32"N,156°00'45.00"W,60°39'58.76"N,155°45'39.02"W,60°32'27.72"N,155°46'39.00"W,60°32'32.94"N,156°01'45.01"W,60.604233,-155.895373,60.667033,-156.0125,60.666323,-155.76084,60.541033,-155.7775,60.542482,-156.02917,AR5780026164760,AR5780026164760,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164760
430,AR5780026164759,5,,2,78000,,002616,4759,1978/06/20,65111,0000,13,8,0,5780026164759,65003,229mm x 229mm,304.99 mm,5,,60°36'13.44"N,155°46'44.09"W,60°40'00.14"N,155°53'46.50"W,60°39'57.58"N,155°38'39.01"W,60°32'25.30"N,155°39'38.99"W,60°32'30.53"N,155°54'46.51"W,60.603734,-155.778913,60.666705,-155.89625,60.665994,-155.64417,60.540362,-155.66083,60.541813,-155.91292,AR5780026164759,AR5780026164759,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164759
431,AR5780026164861,5,,2,78000,,002616,4861,1978/06/20,65571,0000,13,8,0,5780026164861,65003,229mm x 229mm,304.99 mm,5,,60°41'35.57"N,156°04'27.55"W,60°45'24.00"N,156°12'00.00"W,60°45'20.77"N,155°56'42.00"W,60°37'49.61"N,155°57'00.00"W,60°37'48.00"N,156°12'18.00"W,60.693214,-156.074319,60.756667,-156.2,60.755769,-155.945,60.630448,-155.95,60.63,-156.205,AR5780026164861,AR5780026164861,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164861
432,AR5780026164860,5,,2,78000,,002616,4860,1978/06/20,65571,0000,13,8,0,5780026164860,65003,229mm x 229mm,304.99 mm,5,,60°41'35.20"N,155°57'08.58"W,60°45'22.45"N,156°04'40.51"W,60°45'19.25"N,155°49'29.50"W,60°37'50.38"N,155°49'41.52"W,60°37'48.78"N,156°04'52.50"W,60.69311,-155.952384,60.756237,-156.07792,60.755346,-155.82486,60.630662,-155.8282,60.630218,-156.08125,AR5780026164860,AR5780026164860,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164860
433,AR5780026164859,5,,2,78000,,002616,4859,1978/06/20,65571,0000,13,8,0,5780026164859,65003,229mm x 229mm,304.99 mm,5,,60°41'34.82"N,155°49'59.60"W,60°45'20.93"N,155°57'28.01"W,60°45'17.75"N,155°42'24.01"W,60°37'51.13"N,155°42'36.00"W,60°37'49.54"N,155°57'40.00"W,60.693006,-155.833223,60.755814,-155.95778,60.75493,-155.70667,60.63087,-155.71,60.630429,-155.96111,AR5780026164859,AR5780026164859,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164859
434,AR5780026164858,5,,2,78000,,002616,4858,1978/06/20,65571,0000,13,8,0,5780026164858,65003,229mm x 229mm,304.99 mm,5,,60°41'34.45"N,155°42'57.63"W,60°45'19.43"N,155°50'22.49"W,60°45'16.27"N,155°35'25.51"W,60°37'51.87"N,155°35'37.50"W,60°37'50.29"N,155°50'34.51"W,60.692903,-155.716007,60.755398,-155.83958,60.75452,-155.59042,60.631074,-155.59375,60.630636,-155.84292,AR5780026164858,AR5780026164858,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164858
435,AR5780026164706,5,,2,78000,,002616,4706,1978/06/20,65411,0000,13,8,1,5780026164706,65003,229mm x 229mm,304.99 mm,5,,60°47'48.90"N,155°37'45.75"W,60°51'32.28"N,155°44'36.02"W,60°51'29.29"N,155°29'25.51"W,60°44'05.54"N,155°30'55.51"W,60°44'08.49"N,155°46'06.02"W,60.796916,-155.629374,60.858966,-155.74334,60.858135,-155.49042,60.734873,-155.51542,60.735692,-155.76834,AR5780026164706,AR5780026164706,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164706
436,AR5780026164705,5,,2,78000,,002616,4705,1978/06/20,65411,0000,13,8,1,5780026164705,65003,229mm x 229mm,304.99 mm,5,,60°47'50.20"N,155°44'26.98"W,60°51'33.59"N,155°51'17.06"W,60°51'30.60"N,155°36'06.95"W,60°44'06.84"N,155°37'36.95"W,60°44'09.79"N,155°52'47.06"W,60.797279,-155.740829,60.859331,-155.85474,60.858501,-155.60193,60.735234,-155.62693,60.736053,-155.87974,AR5780026164705,AR5780026164705,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164705
437,AR5780026164704,5,,2,78000,,002616,4704,1978/06/20,65411,0000,13,8,1,5780026164704,65003,229mm x 229mm,304.99 mm,5,,60°47'51.51"N,155°51'07.86"W,60°51'34.91"N,155°57'57.74"W,60°51'31.92"N,155°42'48.02"W,60°44'08.14"N,155°44'18.02"W,60°44'11.09"N,155°59'27.74"W,60.797643,-155.852184,60.859697,-155.96604,60.858867,-155.71334,60.735595,-155.73834,60.736413,-155.99104,AR5780026164704,AR5780026164704,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164704
438,AR5780026164703,5,,2,78000,,002616,4703,1978/06/20,65411,0000,13,8,1,5780026164703,65003,229mm x 229mm,304.99 mm,5,,60°47'52.82"N,155°57'48.37"W,60°51'36.22"N,156°04'38.06"W,60°51'33.24"N,155°49'28.70"W,60°44'09.44"N,155°50'58.70"W,60°44'12.39"N,156°06'08.06"W,60.798006,-155.963435,60.860062,-156.07724,60.859233,-155.82464,60.735955,-155.84964,60.736774,-156.10224,AR5780026164703,AR5780026164703,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164703
439,AR5780026164785,5,,2,78000,,002616,4785,1978/06/20,65650,0000,13,8,0,5780026164785,65003,229mm x 229mm,304.99 mm,6,,60°29'56.06"N,155°43'45.80"W,60°33'39.79"N,155°51'27.79"W,60°33'42.36"N,155°36'15.80"W,60°26'12.34"N,155°36'03.82"W,60°26'09.76"N,155°51'15.80"W,60.498906,-155.72939,60.561052,-155.85772,60.561767,-155.60439,60.43676,-155.60106,60.436045,-155.85439,AR5780026164785,AR5780026164785,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164785
440,AR5780026164786,5,,2,78000,,002616,4786,1978/06/20,65650,0000,13,8,0,5780026164786,65003,229mm x 229mm,304.99 mm,6,,60°29'57.18"N,155°37'06.64"W,60°33'40.91"N,155°44'48.66"W,60°33'43.49"N,155°29'36.64"W,60°26'13.46"N,155°29'24.65"W,60°26'10.89"N,155°44'36.64"W,60.499218,-155.618512,60.561365,-155.74685,60.56208,-155.49351,60.437073,-155.49018,60.436358,-155.74351,AR5780026164786,AR5780026164786,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164786
441,AR5780026164787,5,,2,78000,,002616,4787,1978/06/20,65650,0000,13,8,0,5780026164787,65003,229mm x 229mm,304.99 mm,6,,60°29'58.32"N,155°30'27.50"W,60°33'42.04"N,155°38'09.49"W,60°33'44.61"N,155°22'57.50"W,60°26'14.59"N,155°22'45.48"W,60°26'12.02"N,155°37'57.50"W,60.499533,-155.507638,60.561678,-155.63597,60.562393,-155.38264,60.437385,-155.3793,60.436671,-155.63264,AR5780026164787,AR5780026164787,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164787
442,AR5780026164788,5,,2,78000,,002616,4788,1978/06/20,65650,0000,13,8,0,5780026164788,65003,229mm x 229mm,304.99 mm,6,,60°29'59.44"N,155°23'48.34"W,60°33'43.17"N,155°31'30.32"W,60°33'45.75"N,155°16'18.34"W,60°26'15.71"N,155°16'06.35"W,60°26'13.14"N,155°31'18.34"W,60.499845,-155.396761,60.561991,-155.52509,60.562707,-155.27176,60.437698,-155.26843,60.436984,-155.52176,AR5780026164788,AR5780026164788,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164788
443,AR5780026164711,5,,2,78000,,002616,4711,1978/06/20,65500,0000,13,8,1,5780026164711,65003,229mm x 229mm,304.99 mm,6,,60°47'27.20"N,155°03'31.26"W,60°51'06.00"N,155°11'12.01"W,60°51'13.69"N,154°56'12.01"W,60°43'47.20"N,154°55'48.00"W,60°43'42.00"N,155°10'48.00"W,60.790888,-155.058684,60.851667,-155.18667,60.853804,-154.93667,60.729778,-154.93,60.728333,-155.18,AR5780026164711,AR5780026164711,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164711
444,AR5780026164710,5,,2,78000,,002616,4710,1978/06/20,65411,0000,13,8,1,5780026164710,65003,229mm x 229mm,304.99 mm,5,,60°47'43.48"N,155°10'05.98"W,60°51'27.00"N,155°17'48.01"W,60°51'24.00"N,155°02'35.99"W,60°44'00.00"N,155°02'24.00"W,60°44'02.95"N,155°17'35.99"W,60.795412,-155.168327,60.857499,-155.29667,60.856667,-155.04333,60.733333,-155.04,60.734154,-155.29333,AR5780026164710,AR5780026164710,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164710
445,AR5780026164709,5,,2,78000,,002616,4709,1978/06/20,65411,0000,13,8,1,5780026164709,65003,229mm x 229mm,304.99 mm,5,,60°47'44.97"N,155°17'39.73"W,60°51'28.32"N,155°24'30.56"W,60°51'25.33"N,155°09'18.94"W,60°44'01.63"N,155°10'48.94"W,60°44'04.59"N,155°26'00.56"W,60.795824,-155.29437,60.857866,-155.40849,60.857035,-155.15526,60.733787,-155.18026,60.734608,-155.43349,AR5780026164709,AR5780026164709,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164709
446,AR5780026164708,5,,2,78000,,002616,4708,1978/06/20,65411,0000,13,8,1,5780026164708,65003,229mm x 229mm,304.99 mm,5,,60°47'46.28"N,155°24'22.12"W,60°51'29.64"N,155°31'12.76"W,60°51'26.65"N,155°16'01.52"W,60°44'02.94"N,155°17'31.52"W,60°44'05.89"N,155°32'42.76"W,60.796188,-155.406144,60.858233,-155.52021,60.857402,-155.26709,60.73415,-155.29209,60.734969,-155.54521,AR5780026164708,AR5780026164708,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164708
447,AR5780026164707,5,,2,78000,,002616,4707,1978/06/20,65411,0000,13,8,1,5780026164707,65003,229mm x 229mm,304.99 mm,5,,60°47'47.59"N,155°31'04.13"W,60°51'30.96"N,155°37'54.59"W,60°51'27.97"N,155°22'43.72"W,60°44'04.24"N,155°24'13.72"W,60°44'07.19"N,155°39'24.59"W,60.796552,-155.517815,60.858599,-155.63183,60.857769,-155.37881,60.734511,-155.40381,60.735331,-155.65683,AR5780026164707,AR5780026164707,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164707
448,AR5780026164789,5,,2,78000,,002616,4789,1978/06/20,65650,0000,13,8,0,5780026164789,65003,229mm x 229mm,304.99 mm,6,,60°30'00.57"N,155°17'09.17"W,60°33'44.29"N,155°24'51.16"W,60°33'46.87"N,155°09'39.17"W,60°26'16.84"N,155°09'27.18"W,60°26'14.27"N,155°24'39.17"W,60.500158,-155.285881,60.562304,-155.41421,60.56302,-155.16088,60.438011,-155.15755,60.437296,-155.41088,AR5780026164789,AR5780026164789,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164789
449,AR5780026164756,5,,2,78000,,002616,4756,1978/06/20,65111,0000,13,8,0,5780026164756,65003,229mm x 229mm,304.99 mm,5,,60°36'08.01"N,155°25'37.34"W,60°39'56.57"N,155°32'42.00"W,60°39'54.00"N,155°17'30.01"W,60°32'18.00"N,155°18'29.99"W,60°32'23.25"N,155°33'42.01"W,60.602225,-155.427038,60.665715,-155.545,60.665,-155.29167,60.538333,-155.30833,60.539791,-155.56167,AR5780026164756,AR5780026164756,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164756
450,AR5780026164757,5,,2,78000,,002616,4757,1978/06/20,65111,0000,13,8,0,5780026164757,65003,229mm x 229mm,304.99 mm,5,,60°36'09.82"N,155°32'41.09"W,60°39'57.77"N,155°39'45.00"W,60°39'55.20"N,155°24'34.49"W,60°32'20.44"N,155°25'34.50"W,60°32'25.68"N,155°40'45.01"W,60.602728,-155.544746,60.666046,-155.6625,60.665333,-155.40958,60.539012,-155.42625,60.540467,-155.67917,AR5780026164757,AR5780026164757,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164757
451,AR5780026164758,5,,2,78000,,002616,4758,1978/06/20,65111,0000,13,8,0,5780026164758,65003,229mm x 229mm,304.99 mm,5,,60°36'11.63"N,155°39'43.34"W,60°39'58.95"N,155°46'46.52"W,60°39'56.39"N,155°31'37.49"W,60°32'22.88"N,155°32'37.50"W,60°32'28.11"N,155°47'46.50"W,60.60323,-155.662038,60.666376,-155.77959,60.665664,-155.52708,60.539688,-155.54375,60.541141,-155.79625,AR5780026164758,AR5780026164758,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164758
452,AR5780026164754,5,,2,78000,,002616,4754,1978/06/20,64600,0000,13,8,0,5780026164754,65003,229mm x 229mm,304.99 mm,5,,60°36'55.96"N,155°11'37.92"W,60°40'41.03"N,155°18'53.24"W,60°40'38.89"N,155°03'42.77"W,60°33'12.00"N,155°04'24.74"W,60°33'12.00"N,155°19'35.26"W,60.615544,-155.193866,60.678063,-155.31479,60.677469,-155.06188,60.553333,-155.07354,60.553333,-155.32646,AR5780026164754,AR5780026164754,http://earthexplorer.usgs.gov/download/options/4660/AR5780026164754
